Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Cote d'Ivoire;CIV;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.091479639;0.234750142;0.575143814;1.573.080.065;2.815.245.776;4.224.559.171;5.807.871.421;7.069.243.308;9.028.529.295;1.238.488.336;2.096.219.992;3.768.201.154;5.161.432.648;6.376.080.738;7.385.896.297;8.043.551.999;8.223.056.119;862.996.605;9.612.542.511;1.076.742.335;1.133.711.016;1.277.656.655;1.326.110.689;1.429.449.473;149.543.339;1621701041;1.740.251.271;;
Cameroon;CMR;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012452465;0.021193421;0.025782073;0.030126572;0.034929378;0.040819178;0.684347856;2.693.398.217;4.408.103.213;6.585.413.547;9.107.210.028;1.303.899.105;1.766.597.472;2.485.225.346;3.281.070.684;4.143.074.942;4.344.821.591;5.128.211.222;6.232.232.653;7.241.147.607;764.097.583;7.891.603.165;7.893.806.963;8.254.515.063;7.359.740.879;8.300.540.281;8.436.916.915;799676844;8.277.764.316;;
Congo, Dem. Rep.;COD;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0.019636928;0.016319607;0.019856233;0.021788617;0.025409066;0.030853839;0.29936142;1.083.967.385;2.342.279.923;3.631.670.083;4.856.024.853;7.563.115.316;1.093.392.469;1.596.412.219;1.471.685.523;1.780.407.321;2.278.791.578;2.830.039.549;384.316.525;4.879.683.182;4.799.678.106;3.547.706.053;4.197.184.654;4.187.818.082;4.129.072.644;4.393.861.689;4889330021;503.424.172;;
Congo, Rep.;COG;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.035503862;;0.115417379;0.165746278;2.233.545.946;460.956.805;6.658.345.236;9.636.012.758;1.082.844.201;151.978.347;2.406.035.366;3.254.611.347;4.418.522.878;6.925.404.547;8.379.552.057;8.474.201.477;9.087.418.742;9.651.404.931;9.970.146.791;1.029.937.292;1.045.726.633;9.517.463.114;9.189.382.514;918.162.281;9.852.300.193;9678757313;;;
Colombia;COL;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.245938139;0.763384012;142.730.078;3.391.517.836;4.744.384.773;5.096.626.456;575.492.345;8.196.373.426;1.136.250.635;150.671.079;2.497.241.422;5.175.155.503;6.958.309.594;7.837.404.023;9.440.706.951;9.513.853.853;9.924.479.163;1.019.676.509;1.071.729.328;1.087.745.797;1.185.362.158;1.216.634.145;1.232.204.667;1.286.822.441;1.309.211.763;1.320.713.308;1.328.719.623;1456931676;1.557.854.178;;
Comoros;COM;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.350797187;1.441.614.443;2.619.106.673;6.098.819.498;1.006.710.974;1.457.432.443;1.908.129.738;2.519.389.535;3.230.080.439;4.141.555.353;4.968.601.299;5.359.551.757;5.817.265.028;6.089.111.697;6.156.441.686;6.426.561.932;7.272.164.109;9.695.013.186;1038731734;1.002.382.961;;
Cabo Verde;CPV;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004644099;0.231705489;1.794.376.227;4.305.282.476;6.761.768.228;9.075.694.534;1.111.085.653;1.351.876.247;1.658.205.297;2.182.030.292;3.015.699.421;5.440.925.194;5.636.143.961;7.134.735.962;7.514.942.533;7.966.635.697;9.250.250.028;1.123.246.581;1.107.398.862;1.078.013.016;1.083.732.481;1.068.497.659;103.232.241;9.349.323.768;1003820215;992.317.289;;
Costa Rica;CRI;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.090549498;0.133113211;0.200191909;0.524790252;1.272.648.304;1.721.843.643;2.846.322.652;3.541.727.008;531.801.431;8.066.274.189;1.218.830.827;1.858.131.934;2.170.532.355;2.551.746.605;3.297.533.765;3.396.875.103;4.190.588.862;4.274.082.225;6.768.068.898;8.874.215.105;1.135.432.338;1.484.280.298;1.449.214.415;1.539.372.109;1.684.594.269;1.770.248.638;1.685.386.493;1.437.687.874;1.466.370.492;1520081561;1.520.251.489;;
Caribbean small states;CSS;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0863588811674833;0.12935796909267;0.205835963077844;0.31089275768204;0.359654796968817;0.619141448283923;0.84351196945758;0.996856333213174;14.589.121.553.651;301.899.072.200.713;725.024.377.014.366;137.656.877.204.208;203.029.801.305.704;341.128.195.841.599;43.389.184.686.257;528.289.319.749.782;648.116.146.135.132;801.621.082.346.752;914.576.763.576.687;100.128.632.622.832;999.808.407.455.144;959.818.537.379.915;939.498.454.863.244;100.900.334.843.693;100.709.780.576.529;975.801.849.175.835;101.901.814.316.053;102.877.295.759.944;104.593.014.821.527;106.436.957.613.453;111.600.729.388.143;109129045044123;;;
Cuba;CUB;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002169932;0.004612149;0.010581227;0.017745518;0.022138038;0.027222812;0.036759914;0.04639527;0.058852179;0.077016808;0.159811267;0.315700642;0.675233985;1.205.162.957;1.356.185.222;1.759.130.327;2.941.806.353;5.505.147.704;8.883.772.062;1.163.974.471;1.486.958.951;1.762.738.063;2.233.274.085;2.941.249.715;3.516.042.833;406.988.106;4.743.291.193;5.339.569.959;5.895.001.353;6310466641;6.778.418.241;;
Curacao;CUW;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.280.791.032;1.280.110.428;1.275.963.804;1.248.578.818;122.491.212;1.146.073.501;1.123.351.733;1.093.153.878;1.091.299.177;1.009.029.785;9.540.617.378;8.981.023.625;8826771323;;;
Cayman Islands;CYM;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;2.044.623.263;3.445.269.728;419.468.673;5.770.577.376;7.725.138.711;;1.154.894.741;1.399.339.577;2.196.109.153;2.698.068.486;4.140.887.611;4.475.221.406;4.796.862.888;7.463.675.308;1.732.296.103;1.921.227.972;2.044.373.275;1.923.067.895;2.066.442.341;1.859.821.726;1.743.981.114;1.738.199.085;1.684.120.113;1.528.861.652;1.530.823.661;1.536.543.837;1.520.202.576;;1.496.960.716;1.485.663.349;1467652929;;;
Cyprus;CYP;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0.030037547;0.23753304;0.544701415;0.862497899;1.594.988.536;244.295.302;3.589.671.362;6.773.274.417;1.062.299.265;1.362.085.308;1.704.920.193;219.622.013;313.009.319;4.455.776.045;5.855.863.808;7.632.480.288;89.8;1.051.751.344;1.144.986.146;1.272.941.783;1.275.867.737;1.193.408.619;1.231.330.079;1.265.596.288;1.282.983.023;1.281.609.557;1.311.454.545;1.309.823.176;1.326.368.741;1.361.722.981;1.370.450.965;139.994.482;1.396.351.351;1487380631;;;
Czechia;CZE;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012054318;0.04510736;0.136089876;0.294817456;0.474218514;1.945.627.333;512.050.537;9.406.584.208;1.897.282.769;4.246.343.082;6.790.775.733;8.409.878.914;9.473.699.258;1.050.830.138;1.145.500.833;1.203.922.535;1.279.633.374;1.327.750.137;1.253.428.438;1.235.968.488;1.254.499.409;1.286.444.455;1.304.791.683;1.322.892.387;11.834.677;1.185.935.717;1.199.885.389;1.205.956.604;1.243.382.405;1.234.438.209;1264124254;1.284.101.866;;
Germany;DEU;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0.001391057;0.030589939;0.06242341;0.125848762;0.207331963;0.343465197;0.666964587;1.211.756.918;220.218.591;3.079.172.276;459.177.788;6.779.755.664;101.625.708;1.706.605.986;2.874.800.454;5.910.608.068;6.885.395.013;7.260.008.929;7.965.893.192;8.776.291.359;976.097.572;1.055.115.846;1.185.370.597;1.299.265.409;1.292.138.879;1.086.995.416;1.116.386.991;1.133.108.833;1.224.697.309;1.215.873.792;1.174.073.504;1.256.749.823;1.327.695.384;1.296.794.748;1.289.265.144;1.288.867.207;1275648538;1.252.251.369;;
Djibouti;DJI;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.017063549;0.03039896;0.03165832;0.038922892;0.030995968;0.391905838;1.900.832.311;2.852.143.634;4.213.482.116;530.208.386;5.291.600.645;8.037.369.567;1.278.171.814;1.429.093.012;1.801.709.967;2.060.703.813;222.643.708;2.512.191.884;290.216.422;3.123.947.214;3.373.974.603;3.586.235.007;3.736.641.575;3.853.522.459;3.981.402.662;4426176127;4.632.720.375;;
Dominica;DMA;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.666512448;0.804852275;0.942876208;1.164.517.162;1.755.772.101;1.131.294.753;1.783.276.201;3.475.351.392;6.101.146.207;7.572.006.873;1.040.121.032;1.294.074.882;1.323.020.558;1.431.977.437;1.535.408.334;1.584.533.473;1.586.633.376;1.359.745.997;1.065.084.834;1.103.533.983;1.119.429.183;1.068.562.419;1.084.675.882;1.093.856.751;1.036.294.691;8585731647;;;
Denmark;DNK;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0.140449493;0.314187293;0.597502906;0.900487005;1.125.216.799;1.511.897.858;1.979.650.444;2.411.252.199;2.881.065.749;3.410.855.268;4.078.142.483;6.884.952.297;9.657.063.946;1.570.646.066;2.504.927.694;2.736.235.505;3.644.279.893;4.941.084.849;6.298.014.008;7.387.336.618;8.324.975.361;8.833.925.863;9.540.817.928;1.002.371.829;1.067.845.773;1.151.153.288;1.191.583.628;1.236.540.732;115.672.236;1.286.435.512;1.302.054.648;1.249.897.251;1.267.151.649;124.683.046;122.397.232;1.244.641.018;1.251.362.568;1.249.761.468;1.244.957.422;1257822877;126.549.332;;
Dominican Republic;DOM;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0.044410131;0.077008662;0.096804509;0.136799086;0.27175271;0.711318386;1.030.251.685;1.737.308.953;2.528.143.136;5.045.953.253;8.259.550.168;1.465.078.025;1.933.586.664;2.345.233.979;2.802.197.735;3.953.497.786;4.960.766.544;5.863.367.597;7.571.692.085;8.944.610.736;90.967.736;8.856.030.809;8.906.690.359;9.058.150.835;8.075.708.159;8.454.150.519;8.271.721.586;8.236.053.386;8.302.096.599;8.222.940.664;8.172.601.454;8756486177;9.039.141.331;;
Algeria;DZA;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001841832;0.018294243;0.017874031;0.017478039;0.004825141;0.016472352;0.040366216;0.059031014;0.060151043;0.237262911;0.279451045;0.320502702;1.423.710.128;451.376.415;150.181.054;4.145.244.865;6.280.216.467;8.110.540.402;7.819.436.226;9.299.292.417;9.142.082.361;9.746.161.442;1.007.169.538;1.039.905.106;1.117.079.111;1.093.176.407;1.166.140.394;1.114.475.314;1.124.675.177;1.063.696.091;104.842.178;1064235366;1.091.653.573;;
East Asia & Pacific (excluding high income);EAP;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0.000120230078575187;0.000138446766729095;0.00107281084566003;0.0019745902282062;0.00365282181863049;0.00641796271808725;0.0114992438853838;0.0218985652966774;0.0432304566312488;0.0922252241487277;0.184535563882798;0.386481542085358;0.678044273793228;112.777.019.607.665;174.703.892.364.188;301.013.077.411.544;576.210.038.512.536;982.801.642.704.788;141.784.085.903.823;186.223.253.364.908;237.210.053.119.199;283.203.006.546.767;339.906.596.928.379;428.007.115.610.981;526.461.335.994.694;609.281.923.881.329;702.080.044.607.667;801.755.198.281.435;889.548.080.985.144;959.201.242.078.633;100.976.885.094.263;101.512.239.575.662;107.879.616.292.969;11.429.740.003.326;120.388.492.509.008;126.854.387.586.962;12.418.321.559.028;12526614244895;126.814.867.943.594;;
Early-demographic dividend;EAR;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;9,99E+09;0.000113086798609228;0.000300018754855997;0.000840373538160302;0.00146136338498369;0.00279192553692049;0.00917692452066033;0.0189034068248068;0.0340284620637237;0.0530337928299853;0.101562960424445;0.182155353798309;0.342219760793594;0.644347324457574;103.712.834.561.539;186.316.806.056.433;324.430.164.437.991;460.939.203.040.537;598.268.276.626.973;82.076.558.173.003;115.179.522.356.562;170.282.128.105.078;249.702.237.619.871;342.682.424.050.269;446.062.128.063.009;549.461.722.824.844;672.044.861.265.385;764.596.068.234.491;78.608.696.214.951;822.483.902.385.733;851.998.067.528.163;880.498.058.781.388;939.590.434.686.905;963.611.769.859.029;956.077.352.113.338;959.977.673.901.306;956.621.086.286.102;978329155295442;963.653.995.383.414;;
East Asia & Pacific;EAS;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0.000838211297084685;0.00122935323345165;0.00166070611338332;0.00266233992868115;0.00418145742560049;0.00748051009606595;0.0129560660825268;0.0238417433972933;0.0502886149770024;0.0895482765674809;0.147175861698378;0.214791627054844;0.315469476924249;0.582144782115248;125.901.097.268.449;24.966.431.753.582;375.600.986.787.221;533.481.984.754.079;787.453.027.692.208;114.647.836.198.787;159.045.115.763.296;204.320.451.290.257;248.641.321.094.214;297.558.348.609.352;342.366.583.597.866;396.644.119.110.779;482.513.956.231.179;573.340.585.755.902;651.814.267.902.431;739.770.106.724.883;835.200.185.131.569;918.441.602.467.353;98.425.588.404.076;103.473.045.520.977;103.7;109.8;115.9;120.7;128.1;126.1;127.6;128.7;129.9;
Europe & Central Asia (excluding high income);ECA;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0.000194413532701423;0.00267825536461062;0.00509779236703846;0.00797646936248644;0.0160744624935875;0.0239195300865139;0.0304749739789793;0.0420177943062758;0.0901072588342911;0.230637931770548;0.431876828840175;0.876129507243441;188.209.354.919.557;438.352.495.754.345;877.054.006.544.845;119.512.482.677.819;154.207.416.701.947;201.843.224.233.383;298.092.611.849.295;449.450.243.348.987;632.756.515.044.289;770.922.990.906.071;864.803.772.581.139;903.320.142.399.412;953.951.029.216.223;104.604.414.251.313;106.986.623.033.569;109.842.620.151.994;111.084.522.303.861;109.790.593.674.442;108.379.627.294.018;109.863.407.070.652;107.098.654.897.689;111.747.265.336.464;110.355.574.059.369;113884392740828;111.224.360.315.342;;
Europe & Central Asia;ECS;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0.00300000830479301;0.00638648121041208;0.0100138435140001;0.0155509973808551;0.0239524755746834;0.0419023116923622;0.0688240595501274;0.116448948666354;0.192079523861066;0.301543481919249;0.415286198842037;0.565037071186595;0.745036912627818;110.392.417.583.795;179.608.903.751.347;284.802.411.304.229;448.034.773.551.413;718.857.489.924.677;122.777.552.621.196;213.318.462.342.289;341.426.870.167.349;420.345.809.507.666;47.700.404.904.333;551.982.757.002.256;662.863.854.507.077;812.101.936.296.506;947.728.462.804.817;106.502.951.626.028;115.166.753.219.299;119.526.196.384.206;120.330.730.781.447;120.443.939.487.647;122.578.365.415.616;125.059.373.627.102;124.878.330.839.041;124;123.6;122.7;122.6;125;123.9;126.6;127.3;128.1;
Ecuador;ECU;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166730527;0.470346789;0.507667711;1.055.277.857;1.990.312.216;3.087.202.545;3.819.053.045;6.688.339.072;1.194.176.277;1.802.968.067;261.860.424;4.536.184.863;6.056.829.501;6.974.523.844;8.060.041.815;8.981.868.124;9.860.665.932;1.006.233.672;1.062.830.299;1.057.445.117;1.040.590.503;7.992.016.129;8.444.422.411;8.774.901.563;9.269.594.524;9.140.531.396;8.804.208.636;9433558884;9.716.544.081;;
Egypt, Arab Rep.;EGY;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0.004971488;0.005563695;0.006489636;0.006991219;0.007677735;0.008189815;0.011203574;0.011741777;0.011482554;0.011239195;0.09758824;0.132638847;0.688011068;1.905.385.844;3.834.779.135;6.041.770.251;7.632.012.197;985.915.998;1.723.622.961;2.232.566.002;3.660.195.613;492.417.787;6.473.864.816;8.098.458.549;9.352.589.069;1.060.920.672;106.775.786;9.971.097.052;9.620.599.379;9.800.309.829;1.011.482.612;9.040.274.284;9.026.837.878;8.873.336.258;9468027811;9.320.626.903;;
Euro area;EMU;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0.0077135945001878;0.00925348639169458;0.0110521748377031;0.0156846256450993;0.0203610565398553;0.0332727827553988;0.054486327952165;0.0887765186626448;0.152716775697709;0.250273864233215;0.434532580967804;0.710478365108073;103.238.851.076.075;159.698.782.244.784;249.653.934.439.109;409.303.972.054.626;714.446.126.916.864;125.045.228.453.092;217.912.063.021.852;37.480.968.841.955;589.900.660.959.894;716.691.943.289.689;767.041.148.094.687;827.929.815.238.927;895.797.675.280.421;988.279.532.529.889;107.060.714.820.708;11.709.678.985.936;122.034.621.135.203;121.222.626.180.633;11.739.984.685.151;12.039.652.528.329;12.172.781.302.301;122.702.629.507.747;120.998.520.694.773;120.339.522.592.896;12.139.529.734.813;122.790.373.736.647;122.501.733.240.973;122.045.744.412.398;121.425.545.157.311;123005707748284;123.504.922.574.754;;
Eritrea;ERI;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.723814211;1.428.030.619;2.152.569.379;2.882.541.262;3.614.071.427;4.576.365.938;588.599.329;7.542.750.431;9.385.825.968;1.076.469.944;1.255.933.262;1.422.153.134;1.503.586.023;2.045.963.226;;3.746.979.694;5.064.867.425;4974709362;;;
Spain;ESP;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;;;;0.004405194;0.010854247;0.029983197;0.076666811;0.140653526;0.27810043;0.459912366;0.652606384;1.039.604.429;2.373.389.764;7.494.773.352;107.956.461;1.594.912.844;3.700.760.234;5.955.835.811;7.239.028.278;8.084.111.071;8.813.545.118;8.990.428.836;9.773.091.333;1.028.639.102;1.070.209.594;1.079.553.544;1.101.038.303;1.103.421.909;1.125.430.587;108.360.446;1.076.286.827;1.093.441.127;1.099.855.567;1.108.625.606;1.127.141.001;1.157.483.421;1.174.481.914;1.174.899.328;119623109;1.240.994.495;;
Estonia;EST;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.036407139;0.162167672;0.480179948;0.933370468;2.096.126.379;48.443.196;1.014.428.522;1.750.349.184;2.757.396.163;3.987.466.327;4.691.659.552;6.387.575.766;7.662.301.373;92.165.096;1.066.908.203;1.231.669.202;1.254.573.787;1.214.997.483;1.176.827.879;1.241.280.928;1.360.581.244;1.511.890.235;1.462.404.646;144.352.489;1.447.940.413;144.227.031;1.445.430.113;1.455.233.453;1.470.228.833;1.448.567.221;1490807939;1.550.300.061;;
Ethiopia;ETH;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010356869;0.026490386;0.03984414;0.070869174;0.070144615;0.206549642;0.530050753;1.087.575.079;1.473.846.619;2.316.967.875;4.670.250.336;7.680.602.493;1.538.551.239;2.172.960.388;2.641.709.068;3.056.740.707;4.129.095.943;4.864.890.266;3.659.958.437;;3.673.307.203;3.797.222.807;5362352623;5.602.453.443;;
European Union;EUU;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0.00579149352725699;0.0119485692417994;0.0167255625136933;0.0254687629942514;0.039242328268717;0.0559822440159081;0.0820603092875373;0.127028049936202;0.197481721574;0.301306146193778;0.472776473894437;0.713770302037714;0.989914807127396;148.919.322.633.998;237.967.230.908.285;385.473.911.370.665;651.310.131.031.301;110.840.644.606.607;190.245.694.467.997;32.385.042.602.724;510.821.329.798.508;633.627.709.663.753;698.249.572.899.489;76.761.165.714.664;848.593.193.937.906;94.962.592.506.809;104.625.555.699.473;115.471.230.001.761;121.351.082.181.506;120.982.530.176.415;118.362.121.389.741;121.505.164.700.888;123.536.569.078.094;124.928.116.565.766;123.561.956.130.038;121.827.779.366.561;1.221.922.182.244;12.255.683.721.261;121.955.286.915.766;121.799.562.736.112;121.476.371.720.115;123265317671991;123.687.099.666.304;;
Fragile and conflict affected situations;FCS;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000397701632867714;0.000795953623229451;0.00155881570739385;0.00343185791578925;0.0174273997594684;0.0419425408892733;0.0721246684078945;0.106868307468175;0.15649544780747;0.283789425104672;0.483410556139041;0.852467978555327;131.109.255.107.114;194.337.372.992.783;265.102.421.330.654;39.110.558.027.598;703.467.271.203.645;127.025.409.686.772;213.875.977.993.564;270.118.568.348.438;342.096.325.396.667;390.420.672.648.915;43.540.774.199.564;489.305.776.157.988;555.285.542.230.484;620.618.074.635.774;682.877.131.534.956;70.7;69.3;66.5;70.2;74;75.7;76.1;78.4;78.5;
Finland;FIN;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0.491315051;0.589141447;0.701905441;0.869611241;1.065.397.067;1.379.775.304;1.734.384.239;2.146.314.325;2.793.051.012;3.827.817.408;5.171.356.119;6.365.103.571;7.655.924.957;965.486.751;1.327.633.542;2.034.333.586;2.930.898.832;4.207.389.889;5.522.384.208;6.337.118.775;7.203.389.585;8.048.545.471;8.685.104.553;910.634.187;9.540.676.122;1.004.561.318;1.076.667.458;1.149.623.281;1.285.441.388;1.442.267.619;1.564.343.557;1.659.191.643;1.721.508.026;1.362.635.488;1.392.050.448;1.349.804.296;1.313.887.581;1.299.894.338;1.296.355.826;1.294.929.527;1.287.646.479;1291548109;1.286.830.329;;
Fiji;FJI;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.139098942;0.277691525;0.464510168;0.646306359;0.98286377;2.839.370.335;6.613.389.901;961.976.418;1.057.782.704;1.280.219.409;1.640.602.104;2.343.060.654;3.223.490.884;5.951.262.452;6.690.977.217;710.020.047;7.710.374.847;8.003.487.627;9.426.491.588;1.018.559.247;956.983.704;1.053.150.894;1.137.541.364;112.502.149;1.104.466.178;112.143.753;1.077.223.274;1072344015;;;
France;FRA;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0.016353137;0.070512065;0.175870865;0.317607558;0.502012864;0.662015306;0.767972059;1.002.563.689;1.542.895.357;2.268.352.438;4.273.801.074;1.005.768.321;1.930.102.205;3.673.125.788;4.952.209.267;6.269.176.131;6.498.819.173;6.981.954.372;741.060.681;7.947.105.672;848.042.036;902.635.957;9.392.587.863;9.327.577.006;9.253.807.461;9.528.593.331;9.871.349.646;9.998.234.788;1.028.881.154;1.044.996.731;1.055.973.124;1.075.983.841;1.095.588.076;1.118.637.727;1.128.271.405;1166934991;1.188.472.962;;
Faroe Islands;FRO;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;3.052.766.503;3.734.376.698;3.559.073.976;4.441.322.426;5.839.516.037;7.397.254.067;1.056.499.461;1.452.357.071;2.380.594.208;3.716.819.974;5.295.058.925;7.420.374.682;8.023.717.083;8.605.722.145;8.703.719.042;1.034.193.695;1.078.718.829;1.133.213.526;1.176.836.193;1.227.969.428;1.208.510.726;1.213.465.036;1.192.758.891;1.202.583.361;1.090.072.927;1.100.747.475;1.127.194.903;1.114.552.056;1.063.427.565;1.129.695.698;1119592346;;;
Micronesia, Fed. Sts.;FSM;Mobile cellular subscriptions (per 100 people);IT.CEL.SETS.P2;0;;;;;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.089292092;5.249.318.009;114.700.551;1.270.416.441;1.687.745.351;2.504.838.769;2.529.805.711;2.549.412.245;2.557.720.192;2.558.232.224;2.883.897.553;2.890.433.662;;2.055.964.627;2.129.796.408;2.093.090.646;;2.065.039.774;1.962.428.416;194464824;;;
